,Final Portfolio Value
4848,103141.97165034187
4849,135672.25395736596
4850,103135.63522365241
4851,139795.51085006824
4852,149278.0490123043
4853,170918.55464176674
4854,132884.34736899304
4855,100597.58525575492
4856,97573.52816176155
4857,146729.8247911346
4858,101411.66607446368
4859,107528.77822906672
4860,105123.71783184844
4861,99886.95437266032
4862,112783.0152331098
4863,110656.62539419372
4864,85553.65321198384
4865,109498.6996050863
4866,93381.13750474462
4867,95217.70184265263
4868,117289.2041255117
4869,91771.38956199224
4870,89556.83753925448
4871,100806.86438997649
4872,105059.62013457088
4873,117369.20927736736
4874,146337.19420323631
4875,104303.48765101704
4876,93654.61470627379
4877,126061.0002472357
4878,129556.75400430466
4879,101763.42632866961
4880,187919.3143307024
4881,120768.12610782158
4882,101317.37921676603
4883,114234.34236883314
4884,104993.86615533117
4885,56024.38341134387
4886,160186.15489706866
4887,113678.21147564914
4888,113622.72804226623
4889,97182.20567732162
4890,95415.62746540378
4891,167367.7422217596
4892,129085.40248923253
4893,164450.56006808468
4894,126014.33159641133
4895,94243.80313627722
4896,104440.14429594512
4897,91792.50578142054
4898,127647.22452531276
4899,114610.88466249232
4900,113714.95946141357
4901,117666.05604584685
4902,114849.7844485487
4903,112471.53078711127
4904,138642.67661957187
4905,155506.19985883753
4906,142803.39844162823
4907,154786.73581648836
4908,133176.15264413808
4909,122331.73711151021
4910,111332.21656161152
4911,179296.1372125904
4912,104172.4741983478
4913,100997.02423048101
4914,99936.4135702526
4915,125107.76159977762
4916,126708.25747491527
4917,122042.90480720457
4918,131224.91001284323
4919,123236.88188192721
4920,136714.68841052675
4921,104000.13220263415
4922,82277.76291826775
4923,125353.93878300973
4924,136016.65680543473
4925,104809.15014326648
4926,86692.81082186138
4927,132043.80230105482
4928,101075.18243658346
4929,104736.12171492858
4930,179648.71150130685
4931,79215.48416883622
4932,109204.90976680898
4933,85939.51996161808
4934,106329.59988160306
4935,88243.81802976271
4936,190176.89821617844
4937,107552.49112246747
4938,181236.17635162733
4939,160649.68551101082
4940,89472.18230088134
4941,77134.15491690773
4942,138673.8926299375
4943,110742.28092575909
4944,96960.41514007769
4945,192429.61164264582
4946,129945.72437800607
4947,105352.57805457756
4948,124884.76183595032
4949,166428.43308307038
4950,115170.62553479361
4951,128100.86251619445
4952,115002.91609075585
4953,97796.20220960178
4954,143591.5434159619
4955,131253.48161364067
4956,128404.93354258053
4957,138637.7458487189
4958,161165.50690040344
4959,108360.71864164123
4960,137250.14898172548
4961,109537.95655958896
4962,86855.29119053487
4963,134686.16140474667
4964,107061.84831116478
4965,78123.22304795726
4966,103440.15878630205
4967,80244.18598579965
4968,82972.86403886559
4969,120560.08497319628
4970,114864.55145381986
4971,65968.37582982349
4972,113983.57152218121
4973,159567.1066012987
4974,96950.88790921867
4975,177901.75045243802
4976,95772.27344633215
4977,98794.0624806841
4978,94759.68858144365
4979,102660.2884177023
4980,117349.98723518635
4981,102347.3166236402
4982,139655.37845955626
4983,120136.90002721915
4984,139596.19113469988
4985,128818.9247648504
4986,163024.50179157974
4987,112780.14122575364
4988,148938.35379072482
4989,115711.16011349419
4990,107645.38984594116
4991,136178.06697142415
4992,107553.16475675287
4993,108734.7815298169
4994,120502.14256112244
4995,106302.85692868415
4996,99210.55397832995
4997,72693.24557639324
4998,97513.90237484458
4999,98939.1651529677
5000,168131.0438692249
5001,109222.02589494592
5002,136801.830303143
5003,131002.50571271361
5004,165404.12632478328
5005,98487.98246635156
5006,207961.16215898507
5007,120268.99501449631
5008,121794.7093622195
5009,112176.1761517585
5010,181130.77246374387
5011,135893.83471751845
5012,78330.65679602735
5013,168225.0952301834
5014,113223.48389994241
5015,148226.36925375747
5016,118394.37929470857
5017,108444.37794209128
5018,139939.9745644885
5019,114273.43078712742
5020,89484.74518271888
5021,127722.9508411361
5022,114573.71249297199
5023,111339.05175357636
5024,96498.44441632317
5025,159262.60562243132
5026,116703.65830381204
5027,73144.77174194432
5028,121662.09460874753
5029,88420.53930227646
5030,119955.67908945562
5031,157075.56753365608
5032,112572.97912708366
5033,89692.98431080353
5034,99442.05508649981
5035,125577.37952151327
5036,145251.10099061337
5037,102835.61844308207
5038,111195.92231029285
5039,123784.4357588287
5040,131383.9039216118
5041,200344.0535680144
5042,108186.76302345813
5043,86228.05423154902
5044,101117.33763468267
5045,89375.83005963803
5046,179368.64333133504
5047,116119.3640601843
5048,114744.67703354599
5049,179760.19778360063
5050,137872.37937709826
5051,123193.90489811424
5052,100902.99980250152
5053,130047.64517352765
5054,63688.144597508086
5055,184609.74065049912
5056,100260.50373810169
5057,148087.52057491697
5058,95286.64668618148
5059,87842.06087881178
5060,170327.5589874879
5061,93964.38424309633
5062,114532.90910282254
5063,98930.45964070401
5064,107833.5966230339
5065,126269.15771261383
5066,96152.81247501232
5067,115893.20084047945
5068,128581.7856109436
5069,157413.29322806653
5070,71849.31665508727
5071,124874.10762123503
5072,149029.07044276703
5073,106074.02416402556
5074,113050.20058170396
5075,88418.80363170845
5076,138243.73142914948
5077,85133.30676411139
5078,72657.39482703788
5079,100112.72978152627
5080,103179.67437350898
5081,161777.89122128196
5082,148190.50207838195
5083,134913.5944343303
5084,97959.54961332364
5085,143333.497405128
5086,101299.37604765293
5087,164176.00696812136
5088,141970.73199144247
5089,109896.10767028113
5090,114775.45385231967
5091,111787.07301337043
5092,118066.21795059393
5093,132060.5316753637
5094,126792.6049487155
5095,143036.35567953094
5096,83353.6063536653
5097,97522.7471842542
5098,101835.23850164741
5099,76034.78771981865
5100,111463.19120471437
5101,82538.64609602721
5102,108273.85673821926
5103,120641.86698771587
5104,118149.07304847433
5105,103874.74237857484
5106,115565.56595225964
5107,161162.61754917476
5108,111045.54477738973
5109,130319.2591469477
5110,105775.76275501824
5111,80382.27997312474
5112,131071.20423061715
5113,87943.70160047356
5114,99498.29776885807
5115,162379.95706640146
5116,62627.96837566835
5117,100569.0834451927
5118,140197.2520254818
5119,155844.5429584598
5120,120903.62555634478
5121,135975.18510472254
5122,112169.11071541565
5123,139262.02404383264
5124,159779.34634585615
5125,123228.23573695551
5126,124475.42267864649
5127,112040.58146934843
5128,101726.1120259777
5129,172350.94359612372
5130,239793.51091392536
5131,104692.06465322398
5132,110847.92051109877
5133,115966.69358275936
5134,150478.828044923
5135,137166.6681799246
5136,85263.87828661165
5137,103630.03987395964
5138,118281.09573213405
5139,109534.79188773998
5140,74980.36049168232
5141,88060.61784421219
5142,114318.02646408975
5143,127252.74253152257
5144,109581.55648248471
5145,197695.3306895528
5146,94328.60268028647
5147,136932.5862719788
5148,84744.2155447036
5149,156377.39627828216
5150,95291.46551802818
5151,155021.04450411475
5152,99484.44050671373
5153,128482.92713664065
5154,182446.45321838214
5155,100259.44925434094
5156,109756.12047747432
5157,112279.72532217398
5158,144052.5298686684
5159,134875.65039813705
5160,125656.15069348451
5161,117439.65152956992
5162,80220.75115323275
5163,123122.51236910898
5164,224916.2668528141
5165,100927.43848574291
5166,107520.9629140952
5167,147851.96770858992
5168,190449.37988557274
5169,116984.24651362536
5170,135682.8661365057
5171,113538.3046389849
5172,132123.03000742837
5173,105008.09439977694
5174,126594.09113399257
5175,92666.32240243748
5176,97190.69580873508
5177,144710.16191393088
5178,126199.96439928292
5179,179966.89709825953
5180,125558.66491390011
5181,97606.60574083058
5182,100234.26754240734
5183,119105.92630251951
5184,111198.41762474607
5185,148469.24594608392
5186,176409.12773112796
5187,115668.1698480366
5188,148669.67512572595
5189,137666.27825171224
5190,117146.34085079085
5191,75484.11680652986
5192,69527.24604391979
5193,142061.40021285196
5194,108678.05199387632
5195,166313.56222184366
5196,138223.57518501693
5197,91971.76316710134
5198,118015.42751213686
5199,131150.24080407553
5200,194586.19298583025
5201,116757.63181247155
5202,159364.03288663586
5203,122599.37145484163
5204,118441.99949757138
5205,113299.68037882641
5206,136227.87218896433
5207,151852.2691080806
5208,101938.6941093334
5209,204935.0488872175
5210,93503.1667027483
5211,139970.2128781929
5212,71380.96679104528
5213,103876.1696009338
5214,133884.2843442901
5215,88785.35215649253
5216,105244.00406622655
5217,140725.41323762672
5218,93915.90816742388
5219,115356.4977412257
5220,97726.58370816312
5221,142542.42857806472
5222,80541.08052445934
5223,116773.18338950869
5224,95888.2240670559
5225,148081.6366382364
5226,109391.92731421621
5227,85504.47427077113
5228,97749.5043771633
5229,176967.8126872414
5230,192534.53253294373
5231,113261.49947132853
5232,102186.4885556973
5233,160315.6397097974
5234,91247.6662318039
5235,82197.9118559559
5236,160244.8036576404
5237,121747.59397567368
5238,98881.8826048625
5239,110854.89163948713
5240,137509.79390261936
5241,116024.75462882075
5242,153871.13083314715
5243,115422.04296685665
5244,171692.23790011118
5245,177755.15837026574
5246,151935.97165355063
5247,71152.10795954282
5248,134229.44080074938
5249,129821.19545279736
5250,104831.84015338444
5251,118891.30265187567
5252,100743.10209105175
5253,125131.00463077935
5254,101519.57880689664
5255,111141.28934272991
5256,103346.74720335711
5257,98552.45025232273
5258,105156.06382411234
5259,97131.59691580661
5260,106933.40552498442
5261,115806.13211158344
5262,120341.88677189623
5263,99480.57261161033
5264,117607.85314402476
5265,101532.89403877428
5266,157292.6672119241
5267,90615.2785358978
5268,128409.5619160547
5269,115429.38695603231
5270,124610.49723581028
5271,74352.21588857827
5272,107022.05371848978
5273,160402.6842362342
5274,120773.97530175225
5275,160309.32488075361
5276,147248.64506123826
5277,80285.87744866725
5278,162984.9532131482
5279,157397.65715409137
5280,99445.25101327323
5281,130031.66646053812
5282,122766.49136208613
5283,87210.80506623797
5284,131632.9003487307
5285,100183.53252020713
5286,84032.18903223291
5287,88709.20004850626
5288,97106.25584694826
5289,114778.59316186517
5290,91763.64700432956
5291,99808.12829925564
5292,86635.4247139245
5293,87558.48658731494
5294,107526.56797056952
5295,138353.53919323708
5296,113092.4798919181
5297,83237.42349059533
5298,159734.1595388927
5299,117476.10621401355
5300,152257.93898352192
5301,123941.03749076757
5302,59689.53226778939
5303,113667.20215299696
5304,166403.61052910658
5305,123670.50976686859
5306,114217.03877683062
5307,140912.95186854864
5308,137383.94714192164
5309,91131.31376257945
5310,104983.92436266936
5311,94333.62894544234
5312,129693.37799694618
5313,122814.43934658989
5314,154207.94453024716
5315,125983.0914902315
5316,69611.23031493402
5317,138091.13092027933
5318,116319.16244639318
5319,87236.57588235504
5320,131196.95538457754
5321,93142.00554328803
5322,143353.838893043
5323,79255.3792413227
5324,102837.28975139624
5325,103172.84411439882
5326,113143.40690786215
5327,173576.63871814238
5328,147736.0467259808
5329,121256.14575111818
5330,108156.83120906609
5331,85361.7709995864
5332,145948.1860319481
5333,117906.33053023297
5334,111296.97599275534
5335,108608.71306497439
5336,129533.69636542474
5337,163367.0965194376
5338,128936.55179558425
5339,141912.30173905863
5340,111262.4994522062
5341,86017.92073083886
5342,66346.77320345634
5343,113381.35163222485
5344,141329.563302224
5345,132077.94520025412
5346,92655.79047489668
5347,136076.6449123384
5348,124572.02621055134
5349,170554.5179697174
5350,110607.94595850498
5351,124068.12218594406
5352,99300.40452542134
5353,144987.3992631016
5354,122740.61842778826
5355,114530.16622325372
5356,137583.62088866686
5357,185711.99617994198
5358,98324.18615306218
5359,134695.24659494133
5360,128163.83045655789
5361,167411.167235928
5362,124916.54041107473
5363,91806.26286774839
5364,108854.13390063368
5365,144019.2844616905
5366,137162.63541166368
5367,154363.87457615204
5368,83877.18851695964
5369,157470.04487923597
5370,99712.40922186441
5371,159781.24703624207
5372,142918.44208481174
5373,195402.71401197958
5374,116328.64791416793
5375,103203.39683733128
5376,174059.3570367102
5377,143196.69674869077
5378,104749.12699121324
5379,109710.9416268397
5380,113619.56217423374
5381,113836.25919382567
5382,91180.57835931436
5383,90242.39825923412
5384,123531.53097569218
5385,121276.10101928795
5386,112454.64047200928
5387,84308.30956312073
5388,157629.0025834201
5389,139755.75744027738
5390,137712.61073421125
5391,113163.84248876992
5392,94312.89826976044
5393,123126.39929335273
5394,106868.93323958229
5395,138398.05996901015
5396,140109.49305547733
5397,85966.26659688113
5398,141085.96057035725
5399,193275.99960074658
5400,115470.4393608348
5401,144612.57902436802
5402,98873.83574958402
5403,82140.17969258373
5404,114657.76157018029
5405,140295.49973868643
5406,92209.96035319942
5407,131911.28128156226
5408,90350.18165359428
5409,109630.75404214773
5410,121603.60754376094
5411,58891.841637559206
5412,145036.4049137141
5413,55440.382551577335
5414,135722.884042408
5415,191001.84716446066
5416,112184.42423396942
5417,113142.51484546516
5418,184664.14804301134
5419,119872.44038580287
5420,150903.86321430255
5421,120002.58473513523
5422,116313.38837367974
5423,120118.28498439825
5424,154091.72386569838
5425,122835.14196877621
5426,114528.24238960602
5427,91902.1559106378
5428,157571.78056441701
5429,135152.9614634968
5430,111203.87816988789
5431,114778.25444129888
5432,92302.24517147696
5433,177783.74608341377
5434,166557.34568509023
5435,148670.3629202851
5436,118937.36232504704
5437,193712.97992002923
5438,149117.86152171445
5439,128403.03979615976
5440,107411.48682427248
5441,129559.28359564696
5442,136406.5326931987
5443,95594.95701017605
5444,132308.26460929427
5445,135854.11451541507
5446,178991.44897127888
5447,209496.69920068153
5448,196989.31257908203
5449,136256.63186665697
5450,103607.06615358626
5451,183837.0936410655
5452,127565.41287872853
5453,152855.3448613747
5454,154634.4178031227
5455,170064.530307163
5456,71743.96272188082
5457,135550.260088819
5458,139915.72344721114
5459,108345.07534202389
5460,74278.74521169811
5461,95179.20302903367
5462,98192.24059327917
5463,102088.26968918867
5464,114658.27455433011
5465,106169.54682894833
5466,134627.61207830344
5467,148716.421503176
5468,131209.69022158132
5469,251517.43970100014
5470,107157.78065976633
5471,114896.51090936265
5472,184500.75723425037
5473,122558.84702790239
5474,102279.60049389291
5475,115864.68524579023
5476,95565.92026488403
5477,89311.82180438105
5478,73669.73786202885
5479,124144.07507116592
5480,170400.39345228122
5481,160079.23223306847
5482,98925.78885169822
5483,214322.78509166944
5484,144680.14317399624
5485,131128.42271160445
5486,107490.58833058579
5487,85286.7658181844
5488,135112.6778802765
5489,106915.69676839073
5490,131480.34106353472
5491,129004.28509807738
5492,93834.52630658583
5493,111577.90355461476
5494,82475.16825375587
5495,155574.62366708487
5496,114733.63495956261
5497,98198.13334758912
5498,183453.57932707598
5499,154517.959438817
5500,126253.31375720857
5501,120423.60305743752
5502,123647.43112559599
5503,82873.11067064313
5504,117076.61226960742
5505,146756.74947874452
5506,136873.43731131387
5507,179108.40430071
5508,129103.42525252869
5509,150352.79182647492
5510,111429.1929635876
5511,107074.61501795633
5512,92980.0126150747
5513,163137.3861848343
5514,184739.49154278522
5515,151316.92212720128
5516,117713.27583205362
5517,171162.59549307212
5518,126884.20437004906
5519,93403.22269193533
5520,149918.89314695643
5521,67354.54191159362
5522,101954.40315444548
5523,86948.07729077472
5524,132372.28284858266
5525,127215.42081939292
5526,161312.96384449306
5527,99339.08512151123
5528,70822.52476722447
5529,118043.37027039676
5530,110856.11817807099
5531,83765.4739547085
5532,135307.894129497
5533,114765.19097602788
5534,141701.69371126758
5535,88904.18011318328
5536,96567.52870236908
5537,139022.03241035301
5538,112972.0833821561
5539,134044.55744360937
5540,85496.05362824188
5541,131673.45082536404
5542,103106.4679568887
5543,117882.8986121243
5544,97746.39522599397
5545,160874.91953159668
5546,133042.51598123246
5547,73067.75005842847
5548,133374.18112738957
5549,142276.96323413422
5550,131485.45559633718
5551,122303.1185846311
5552,162688.4143591755
5553,112010.27469312947
5554,164959.2138131506
5555,56757.3060173314
5556,93814.84495073595
5557,112999.41036428501
5558,106867.51848323521
5559,121763.26458864512
5560,153194.06397589008
5561,148575.95585721638
5562,161918.13461298143
5563,106906.19540339604
5564,144383.69965638008
5565,121880.76783212528
5566,145205.7863837596
5567,121083.0309663834
5568,121613.82513204362
5569,119034.7503359935
5570,161846.70776821175
5571,125621.79919834207
5572,139300.32948488393
5573,114816.99837305008
5574,158166.61443396215
5575,96254.22676105495
5576,144548.5503003041
5577,68626.203908021
5578,152374.46718498177
5579,56145.53561851717
5580,182282.29111905055
5581,82833.6585210273
5582,149897.3986395485
5583,61109.74418684264
5584,95663.13275797057
5585,124682.94912236225
5586,151295.1858993662
5587,171111.711329537
5588,108489.4649191318
5589,94751.68752332516
5590,108360.99800855335
5591,111414.02851985219
5592,135886.17477059524
5593,97494.91545886041
5594,110602.1923726098
5595,101436.83944141897
5596,98300.85584238531
5597,104089.85337178608
5598,164468.41172183596
5599,138758.40894560015
5600,141039.7569948981
5601,177761.88936955127
5602,62441.44786480117
5603,102854.35920130725
5604,172443.99001400534
5605,102186.52467394309
5606,150494.14204465345
5607,125072.66060505071
5608,113138.13507560013
5609,127366.8960632341
5610,123864.86656662164
5611,67572.53180957657
5612,148204.73864467154
5613,130826.55128984309
5614,160321.1157851403
5615,152079.5271387185
5616,95521.20166992668
5617,88117.94356333403
5618,111039.99290029296
5619,110446.5794961768
5620,149259.9766942248
5621,113483.38737912007
5622,104380.99791555369
5623,148059.76389451575
5624,141486.05743408104
5625,104932.29928266916
5626,142674.58969078245
5627,182706.93107418958
5628,124488.93843370123
5629,120450.92062796367
5630,138491.3846010729
5631,86823.57733973656
5632,141382.13557705225
5633,76259.25266720534
5634,110069.66598768615
5635,152688.52145055606
5636,213598.90063537826
5637,82132.12336799018
5638,158269.9227909736
5639,118366.98102382857
5640,81231.88201257635
5641,131736.142186782
5642,123726.9466795262
5643,119901.85596190247
5644,124934.30006169376
5645,144145.58035973186
5646,129588.42189369012
5647,155535.02144644075
5648,79731.4308748259
5649,93315.4971845587
5650,149154.636564377
5651,118888.9327435689
5652,103380.85475067729
5653,94719.66234033172
5654,104583.77454138997
5655,130391.69133990938
5656,135358.49615665813
5657,121091.05242934372
5658,130984.64097150446
5659,118020.7269482919
5660,146861.6476054058
5661,107939.05080144608
5662,116506.84455726204
5663,105033.21178485689
5664,76805.3828869917
5665,128221.45075358606
5666,105931.16012501156
5667,99627.96024209578
5668,77434.8953303773
5669,97830.84973621373
5670,144610.3054935839
5671,135296.81882881254
5672,112066.89568441136
5673,147184.8034735521
5674,126571.04079480095
5675,106562.92978582444
5676,149150.7753606484
5677,103513.23212061221
5678,140806.85989542422
5679,122113.57442707155
5680,108622.84532016484
5681,109917.33977761975
5682,177064.29985156882
5683,125412.54066608068
5684,108558.73753358514
5685,134406.32372979337
5686,116960.73204788251
5687,161480.3536169374
5688,91186.89785713007
5689,107516.42910836659
5690,154753.4623736451
5691,138958.11969717182
5692,140701.25466626714
5693,163152.3354941314
5694,128941.35579438419
5695,158768.0163057115
5696,177297.58380377013
5697,151919.3115751815
5698,114100.07071924124
5699,161546.74329213236
5700,109942.74053427548
5701,132622.78072312984
5702,112129.6177673838
5703,174600.3730210533
5704,129998.15457389079
5705,110273.06575244556
5706,105697.34785166227
5707,98102.21484174224
5708,99297.60860726843
5709,101662.55809868497
5710,100678.73496485128
5711,112340.37987602458
5712,176715.72022269745
5713,90341.51923952006
5714,120402.30433966676
5715,121882.12830256135
5716,133289.73806448912
5717,110532.63037486003
5718,150253.97582322927
5719,94181.59478553628
5720,94409.29358606668
5721,145486.3666761725
5722,182346.4412474065
5723,99248.73582052889
5724,120839.28900987198
5725,108128.8329980353
5726,149344.5033330006
5727,136290.09396971928
5728,94955.07915090902
5729,145983.04230162082
5730,171709.6735499483
5731,93864.63047749532
5732,75626.18170028702
5733,115506.37393245283
5734,93704.75849561208
5735,133334.85991088953
5736,131967.74690796883
5737,128408.52314670202
5738,142540.2486932472
5739,114168.4050585702
5740,114602.02782905882
5741,78841.10346379137
5742,116291.26744194569
5743,120920.35818076074
5744,125986.95815837488
5745,182279.39095049238
5746,104636.91413555595
5747,108843.93783811638
5748,141723.1818729019
5749,199549.6395196038
5750,101694.85484625815
5751,159539.18490856024
5752,93983.08062154456
5753,106161.71396746226
5754,194432.484285274
5755,85814.2204819487
5756,109358.86161411372
5757,186162.58281793233
5758,60732.86588968491
5759,164803.26940890859
5760,121665.12211800799
5761,109038.66062091429
5762,134383.40342130527
5763,111699.34623727837
5764,113624.34530515144
5765,166119.64315343671
5766,72042.10575358679
5767,101536.01391019918
5768,112889.17380238372
5769,155383.73611692095
5770,117497.6057214448
5771,51277.634985783305
5772,98694.68544153203
5773,172274.70954375222
5774,67014.92734507048
5775,95748.35749888554
5776,140554.05931963035
5777,120451.48269383912
5778,122910.19172457987
5779,112062.11319881279
5780,91384.85830154912
5781,130297.24690519096
5782,122502.79775792567
5783,94167.50935184119
5784,141175.6188921259
5785,102307.01799225128
5786,128201.023516594
5787,117939.31499347881
5788,123906.68505669724
5789,107341.03530005147
5790,92144.93671465422
5791,96205.83556692056
5792,87588.52507198536
5793,94942.27398914589
5794,161568.7761125648
5795,121532.92650246111
5796,125673.91233415021
5797,123153.7876973364
5798,114812.78155725132
5799,138404.7992268971
5800,175252.6870481444
5801,215901.4396521544
5802,158122.49350267882
5803,113413.01664059065
5804,88360.78092605619
5805,154807.07303492617
5806,165401.219923507
5807,204260.54512054558
5808,130105.14928147847
5809,185167.51689408257
5810,103105.32523107954
5811,100604.14097265716
5812,142652.27423554452
5813,81144.41753757944
5814,102566.28958996116
5815,101194.42174443437
5816,101281.31300701346
5817,115237.37576804534
5818,147585.462742135
5819,148259.16419797996
5820,100047.41677870453
5821,128113.94001991193
5822,126110.52839687446
5823,149392.49222562814
5824,152610.55704249642
5825,160932.48153237926
5826,74149.67496525748
5827,133867.95406966883
5828,141989.76045159416
5829,177971.6531151825
5830,138494.67251879134
5831,106926.97015918884
5832,137533.9885717039
5833,123540.77160453056
5834,109014.1187408746
5835,100125.10160074428
5836,93910.95181786508
5837,141802.48798839288
5838,128457.11295329398
5839,180918.98156703069
5840,90725.46607693395
5841,151261.84037209515
5842,98084.6167355829
5843,130212.1219727328
5844,114926.63899680063
5845,90725.53828379283
5846,76931.90161907168
5847,152740.1249292466
5848,98310.46226958057
5849,86759.82516974624
5850,160310.34917770737
5851,136758.7074374304
5852,170178.00454216
5853,100655.52822787114
5854,70337.96486255918
5855,122413.11984509075
5856,174946.19531412033
5857,107151.4804029304
5858,143818.65264158472
5859,157965.7142104527
5860,115841.61780414262
5861,131006.60478039832
5862,84557.46083293622
5863,125839.44354739258
5864,127016.07209380133
5865,142335.61363291193
5866,108164.84176327796
5867,115987.68922088576
5868,180827.60146167243
5869,160627.3139857223
5870,125141.17631467969
5871,91433.8895479977
5872,83755.79512268197
5873,129259.04867480778
5874,132499.3675670469
5875,94056.61595273037
5876,81900.8511178274
5877,116712.13979489652
5878,101597.70305201379
5879,135033.40011790342
5880,113540.28035840431
5881,90329.07772290989
5882,155899.92782958504
5883,87973.47698993335
5884,123130.29507618383
5885,82675.01451017498
5886,173117.6029275856
5887,173133.63558083554
5888,116459.61863560075
5889,98260.45644701278
5890,88070.54325143526
5891,148997.24726426808
5892,150623.87675065978
5893,116376.97190827967
5894,134448.74639652358
5895,99077.35497487274
5896,167097.2161749621
5897,143378.195984971
5898,82146.27348013755
5899,112906.31419497928
5900,108231.12615500072
5901,122953.04469148863
5902,135281.19219940586
5903,126600.1702309854
5904,120064.7221317388
5905,84399.31481203673
5906,108921.1208904322
5907,77993.21310234597
5908,87323.02662873523
5909,179422.95587420062
5910,86998.7116896947
5911,119305.55954254563
5912,84073.51177349887
5913,149864.01635724996
5914,201902.1630707356
5915,117117.60540972817
5916,181061.1587815872
5917,197799.08148504424
5918,143229.62593626473
5919,156255.3019100335
5920,83360.91894699236
5921,119014.7306139747
5922,96001.83852187266
5923,104139.91923771026
5924,105436.4174417435
5925,180943.97178886508
5926,98589.69369761633
5927,102207.89779357104
5928,143755.7732295863
5929,91615.44758041891
5930,80195.55657415086
5931,146044.44057122277
5932,136458.11918502927
5933,95738.85928228975
5934,111674.22108893868
5935,104881.26345211599
5936,103149.45761446923
5937,75976.4211284281
5938,136930.48048679795
5939,95367.4318233759
5940,81366.32616758904
5941,162938.20563631208
5942,155864.01135155442
5943,82611.58505305524
5944,157146.02467902828
5945,91710.61850861684
5946,119180.30065258576
5947,126224.61254211862
5948,121231.97884077726
5949,142932.50304436777
5950,117239.6333655104
5951,93737.17014031473
5952,156014.98400838306
5953,99011.52886818879
5954,151184.28052550147
5955,155573.07056418393
5956,144228.6895319633
5957,119691.98633956235
5958,117087.97390226477
5959,128544.11099814293
5960,110048.8626555941
5961,216925.14961971817
5962,103189.35250421979
5963,137435.89703648962
5964,65207.7222789051
5965,96792.6465760343
5966,96584.10766359276
5967,125542.74593779704
5968,76522.31239452146
5969,138964.26548383248
5970,78308.46970178933
5971,106764.86789892585
5972,126030.72100372534
5973,94981.36352077406
5974,127218.04639716735
5975,163690.37203656044
5976,111880.12541603336
5977,154459.96565077055
5978,95684.72989591629
5979,149985.84361771808
5980,92200.6268339594
5981,122992.90423888569
5982,107744.05320290256
5983,87424.42721777249
5984,143759.02642674124
5985,111718.66075163473
5986,106214.36018691513
5987,129178.76608475795
5988,92561.70706980424
5989,157716.74868090425
5990,125261.09958186411
5991,136734.89055505986
5992,132777.50187084734
5993,132716.47791828233
5994,84077.70918129728
5995,98248.06296359672
5996,166928.39786660683
5997,90094.6707549919
5998,136993.41399487856
5999,96021.52622547846
6000,120756.67641387525
6001,94696.31814112958
6002,125487.83712313551
6003,160027.06565324048
6004,102132.62588373471
6005,121229.03811294606
6006,95203.61440668638
6007,98485.61603886205
6008,183005.46636188673
6009,109451.23426021784
6010,98411.66339754027
6011,127258.27694035445
6012,149925.2508845426
6013,101922.59364764838
6014,113179.26153142897
6015,83960.20810787888
6016,95141.98724420796
6017,153989.9853612943
6018,150831.62607226163
6019,84136.71794190134
6020,170685.82477982307
6021,82911.49518876582
6022,108767.28060759313
6023,107091.15791045934
6024,148216.5438068252
6025,116681.49694020346
6026,139606.168756253
6027,99474.42539175722
6028,133040.0667415718
6029,87416.32828334333
6030,159825.44943948195
6031,106424.2663266068
6032,125597.68376660974
6033,104635.14879886813
6034,137572.7650706221
6035,118971.17216646878
6036,90221.67476015778
6037,90653.75400211246
6038,128226.34239666062
6039,108505.69671034855
6040,163533.35996721327
6041,109656.13930689188
6042,110720.38583070987
6043,118969.83138147811
6044,111118.879694519
6045,162592.88267542512
6046,117927.3237296161
6047,152891.73149979152
6048,101021.84920822732
6049,156534.76372220574
6050,176614.54800559892
6051,113903.9981074363
6052,103052.85029729578
6053,100815.56630420857
6054,121494.71684606292
6055,94361.63189977023
6056,128141.69989476097
6057,131334.07551690805
6058,114604.1338456814
6059,161448.69035176054
6060,148363.5989255823
6061,131127.7228071546
6062,139327.41888488983
6063,205469.74855585626
6064,94804.9262576218
6065,144368.27582865593
6066,83959.1429007415
6067,154319.8184559326
6068,189598.0397979689
6069,120761.82981481776
6070,117463.46762115878
6071,125585.8157057207
6072,123434.74514246304
6073,99931.03155959114
6074,155540.92716896677
6075,148209.88126187286
6076,141302.77804992723
6077,107454.90197582716
6078,169246.2243090357
6079,145088.19078230986
6080,93417.1034537642
6081,139587.57313424785
6082,98355.73823747922
6083,70301.86641589322
6084,150755.37199518346
6085,130132.14928878282
6086,157444.73538754683
6087,130655.36876313393
6088,106006.3075883849
6089,128647.11224584095
6090,182808.24118195055
6091,157578.93606303554
6092,144366.8421006989
6093,137308.29563277203
6094,91960.75781267008
6095,133429.96835788572
6096,199959.5206349181
6097,115405.59816944558
6098,108343.85198240662
6099,90568.94246658514
6100,57420.372966186296
6101,118700.19275949408
6102,112518.05767252434
6103,112332.14057617632
6104,126215.36754814915
6105,129651.45819192298
6106,122118.71893435744
6107,113998.78385154785
6108,128572.1969393941
6109,116882.30040498357
6110,125668.01502318092
6111,116167.85951795605
6112,139938.56570127173
6113,110801.17471453392
6114,142375.08469577983
6115,138690.05143174654
6116,123155.1236778335
6117,155519.64588776167
6118,113511.86412549284
6119,113491.23490905504
6120,87333.50724884911
6121,123476.0346587693
